"441","Normale","130, ROUTE DE TREVES","10:00","85676.83069999987, 79424.87109954545","132"
"442","Normale","28, RUE DU CHATEAU","11:30","85137.38779999969, 79069.55299954579","132"
"443","Normale","DICKSSTROOSS (MAISON COMMUNALE)","09:30","94046.9567674158, 69853.6559928018","133"
"444","Normale","34, ROUTE D'ECHTERNACH (ECOLE)","09:00","102139.569810526, 98337.2717837646","134"
"445","Normale","41, RUE DE LA FORET","10:30","76600.47860000012, 82689.3785995474","135"
"446","Normale","RUE DU BOIS (COIN MTEE GOERGEN / BOIS)","10:00","76314.936788889, 82297.4213217697","135"
"448","Normale","RUE DES PRES (COIN RUE DES PRES / JF KENNEDY)","09:00","76893.1443788732, 82089.9533558857","135"
"449","Normale","RUE DES VERGERS (PARKING DERRIERE L'ECOLE)","11:00","76714.3369703703, 82703.616688437","135"
"450","Normale","RUE PAUL EYSCHEN (PLACE MICHEL RODANGE)","09:30","77099.3868492063, 82663.906115421","95"
"452","Normale","RUE PAUL EYSCHEN","09:00","77099.3868492063, 82663.906115421","95"
"453","Normale","27, RUE DE L'EGLISE (ADMINISTRATION COMMUNALE)","10:00","88081.7566999998, 70924.24809954427","136"
"454","Normale","2, RUE DE HOLLENFELS (ADMINISTRATION COMMUNALE)","09:00","68609.82079999984, 87080.98599954824","137"
"455","Normale","20, RUE DE LUXEMBOURG","09:00","68536.38439999986, 86925.12729954941","137"
"456","Normale","RUE DE BEYREN (ARRET AUTOBUS(VIS-A-VIS 63, RUE DE BEYREN 5376 UEBERSYREN))","10:30","87888.2068569106, 77465.8728499525","138"
"457","Normale","2, RUE DES FLEURS","09:00","88360.50229999982, 95776.04679955244","139"
"458","Normale","RUE WILTHEIM (MAISON COMMUNALE)","09:30","88574.5919583333, 69052.7887745425","140"
"459","Normale","63, GRAND-RUE (PONT FRONTALIER)","09:00","104312.36519999993, 86725.37019955005","141"
"460","Normale","5, GRAND-RUE (BUREAU DE POSTE)","17:00","103868.91079999978, 86605.52799955028","141"
"461","Normale","ROUTE D'ECHTERNACH (HOTEL HENGEN)","09:00","103960.445409677, 86953.4146027754","141"
"462","Normale","ROUTE DE LUXEMBOURG","08:00","103546.290001667, 86392.091371216","141"
"463","Normale","RUE DU BOCKSBERG","09:30","103718.320751786, 86835.9066995495","141"
"464","Normale","20, ROUTE DE WASSERBILLIG (CENTRE COMMERCIAL COPAL)","08:00","103144.380292593, 86086.799514364","89"
"465","Normale","8, DUCHSCHERSTROOSS","08:30","95742.5638234694, 84492.6041148548","142"
"466","Normale","3, ROUTE DE DIEKIRCH","08:00","95498.07189999985, 99842.05809955456","143"
"467","Normale","1, RUE DE HASSEL","10:00","82267.52940000033, 67526.4780995423","144"
"468","Normale","REIMECHERWEE (ARRET DE BUS)","08:00","88469.3417769231, 67357.4761880036","145"
"469","Normale","1, RUE DE L'EGLISE (EGLISE)","12:00","92588.02149999983, 65555.75779954215","146"
"470","Normale","35, WAISTROOSS (ECOLE)","12:00","93360.53160000032, 62993.763999541174","147"
